Municipality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Altafulla,-4.964738599833335,0.5749453766003678,-0.5186225285440361,0.7177781127061602,0.20705353334403234,-0.4661554972280148,-2.089509741665721,-2.0564810957521713,0.7332965349802042,2.2224131022725837,-0.8187688112700581,0.9172773293719225,1.5962680893433128,-1.648052393826876,0.5039890606487933,0.08086033235569637,-0.14671286773203343,0.6958212884938907,0.08822980701196122,-0.2578592224052511,-0.040631336293247194,0.14531471778307006,-0.38989228981447704,0.0461964109975647,0.5395860465484081
Amer,-1.0758434645885273,-1.166786460397846,-2.6126182601350667,-1.52123663966075,-3.1849858714575716,1.5708820720973038,1.1228924004095353,-0.6138878672937327,0.23588540366108668,-0.5541816852769244,0.2025908808731898,-1.2271677385811408,-0.6726700315381485,-0.33424153090831227,-0.5892885521939716,0.120720304439127,-0.2655624215026085,-0.01602990707866463,0.7591583231208131,2.008449182714259,0.8345234565039544,0.8572761431034392,0.6873242800596705,-0.3947900753083057,1.5179715965482368
"Ametlla de Mar, l'",-3.461268693148149,-6.460812122189259,3.9063672958222084,0.5297492049564583,0.11340235191035714,0.34057016408657576,-0.6366602371228143,-1.8726625806932415,0.37432255670031084,1.9394424928866651,-2.599233333907304,0.7729937978354581,0.756794674392968,-1.3813916232583332,-0.14557696533567488,-0.7171135206609355,0.39824219531049565,0.3540195566830086,0.3497528471405167,0.4268316956255603,0.4588161426032616,0.09149902344157136,-0.17444404384667267,-0.22376699871045572,0.14097866918924543
"Ametlla del Vallès, l'",-4.254717122282364,4.647562715883549,-1.4242721604299236,-0.11261786844233149,-0.0249940981393241,-0.5156349191918649,-1.2624262127899566,0.2592790537529232,-1.282059013777115,1.6168949824429857,0.2502718181130559,0.8051827773065809,-0.377879234840617,0.7486631468801763,0.1424062514225232,-0.18468861870434472,0.34173238614462603,0.5577290413353,-0.17870270222472293,-0.6261478746881995,-0.4584279367294536,0.17027409970490287,-0.7340347927256782,-0.15063330160487826,0.04296280922137415
"Ampolla, l'",-2.7838319973003,-6.0123809185498684,4.617510068615488,0.381845891501005,0.7332890881188286,-0.10347918268525458,-0.4604665794710015,-3.283288072160378,-0.2689726131235372,2.171317701851223,-3.5759106084566037,1.1880327597486837,0.655787246059716,-1.3151282919023692,0.4316956760833404,0.20846473019595943,-0.04658056498801587,-0.2849173752306595,-0.24936438455625776,1.6223271032919826,0.10974526122320598,-0.016426247176677664,-0.6566137876756759,-0.4534256452513245,0.3884747832838629
Amposta,-4.698362168692009,-4.25370181411433,-0.02179899709500805,0.7121849857207336,1.3061903531273293,-0.6119825149497928,1.6852236473337865,0.4413170030065931,0.5200547097070852,0.3537518752811086,-0.7903255560485675,1.020461691980341,0.7663523884435659,-1.6712553190240786,0.04121975374495792,-0.40159874296127895,-0.2869460995012481,0.6978011067292151,-0.7862115684203858,-1.048327786664118,0.31842733855385974,-0.04017419073632092,-0.08875025198089291,0.14128115947406703,0.255806364440033
Anglès,-5.0342732624108875,-3.8238131668190443,1.0507044167200024,-2.6776247294020803,-0.7034754980894631,0.25857172343214585,-1.2480014349013144,0.6230114872321626,1.1241661472086475,-1.5473636076581556,0.6510753090510405,-0.92933394121677,-0.6184526898053165,0.013098652993476142,-0.4097468768111968,-0.5499382249077187,-0.7514315027527875,-0.36442979444632323,-0.17583557010093426,0.9181804373551536,0.03716653940687702,-0.5179282505520568,0.014843774410040717,-0.28719632118289173,-0.19287507710908383
Anglesola,0.5002428185178484,-2.2342765649667395,-1.6382904024573823,-2.2279380339251507,0.07570200111406843,-0.11037999018659991,1.1207161067059572,0.4939936900799097,0.43733104848065335,-0.21585157537430447,-1.368756326562389,-0.3306198991367755,-0.4908024579271256,-1.6124609920669053,0.13092770627601427,-0.7590942135137307,0.3909054939367998,0.7263838319076299,-0.8710602121157403,-1.253510027985746,0.17805978114370707,-0.2103762448539888,-0.5358394435155601,-0.7850425522020291,0.335773877081198
Arbeca,2.7851649957401503,-4.893366152231679,-0.6188010708389153,-1.440495592571683,0.9321941830078972,-0.7121832068188813,-0.11703256678600886,0.21015302566101007,-0.9554736304544228,-0.4870880982715858,-0.38903591107695873,0.7636539371103008,-0.16079412794380174,0.11065629405696722,0.021576347423024993,-0.6794556284091253,-0.6976039921732036,0.2535795832532027,-1.083215826520427,-0.22146304877771755,0.11272200769215003,0.272963967662948,-1.374496454730186,-0.3296836724514196,0.0967035718280934
"Arboç, l'",-8.144613871189204,-5.004765521429545,1.234555205153937,0.03701082522614025,1.384636002679466,-0.2351654532860183,2.743609492964,-0.16271571543209454,1.553005309995575,-1.4797589154117843,0.35588164469943506,-0.6974696561467312,0.2594799854575916,-1.3505152271649028,1.1468624795068592,0.21640364176150031,0.20798396971562863,0.33133104425396404,-0.09628513427423548,0.5505882644789467,0.11203586721688459,0.16965660280846434,-0.03172174299381424,-1.3166913483855887,-0.5547599040554901
Arbolí,3.3619874384947797,1.8552421257360354,2.6371192285253597,7.835664116451535,3.8177156466691082,-1.3232738268205906,5.116423903941768,-3.1081051813494174,-1.5842797122998349,-2.181820511761047,6.046175485637586,2.324714437276855,-1.6839626301817539,1.638563052368428,0.5034381820115585,0.6801521021384096,1.274038300880401,2.415915132664342,-0.6371377955900345,-2.3854492711478374,-0.36214259095923895,2.0338006574417755,-2.3499466192345655,-3.096974571216572,0.876241707549584
